"Month","Longitude","Latitude","Location","Crime type","City-Town-Village","Population"
"2017-08",-5.718268,54.744047,"Quay Lane","BURG","WHITEHEAD","3,803"
"2017-03",-5.986554,54.59357,"Whiterock Road","ASBO","BELFAST","335,665"
"2017-08",-6.451516,54.430296,"Rose Cottages","VISO","PORTADOWN","22,611"
"2016-04",-5.951592,54.693821,"The Glade","ASBO","NEWTOWNABBEY","118,261"
"2015-08",-6.5014,55.04918,"Torrens Park","OTTH","BELFAST","335,665"
"2015-06",-5.959461,54.592648,"Thames Street","VECR","BELFAST","335,665"
"2015-08",-6.265739,54.856021,"Chichester Park East","VISO","BALLYMENA","30,265"
"2016-06",-5.92411,54.658815,"Glenmount Road","SHOP","NEWTOWNABBEY","118,261"
"2017-08",-6.050097,54.553199,"Mount Eagles Park","ASBO","DUNMURRY",NA
"2015-03",-6.219867,54.502035,"Soldierstown Road","VISO",NA,NA
"2017-05",-5.932878,54.599682,"Chapel Lane","ASBO","TANDRAGEE","3,489"
"2016-06",-5.803091,54.850236,"Bay Road","CDAR","LONDONDERRY",NA
"2017-03",-5.667982,54.66152,"Main Street","ASBO","BALLYMONEY","11,365"
"2016-07",-5.959281,54.57614,"Wildflower Way","OTTH","BELFAST","335,665"
"2017-07",-6.609703,54.761178,"Derramore Park","ASBO","MAGHERAFELT","8,387"
"2017-09",-6.342289,54.173436,"Corn Market","VISO","NEWRY","27,234"
"2015-04",-5.933006,54.587985,"Botanic Avenue","ASBO","BELFAST","335,665"
"2016-04",-7.348554,55.025036,"Whitehouse Road","OTTH","LONDONDERRY",NA
"2015-12",-5.847019,54.860466,"Walnut Park","CDAR","LARNE","33,620"
"2015-11",-6.192086,54.69321,"Abbey Gardens","VISO","MILLISLE","2,359"
"2017-10",-5.947991,54.611494,"Oldpark Road","PUBO","BELFAST","335,665"
"2015-07",-7.324848,54.993575,"Bishop Street","ASBO","LONDONDERRY",NA
"2017-09",-5.932013,54.610629,"Duncairn Parade","VISO","BELFAST","335,665"
"2015-10",-5.93543,54.595116,"Glengall Street","OTTH","BELFAST","335,665"
"2015-04",-5.948263,54.635317,"Upper Cavehill Road","ASBO","BELFAST","335,665"
"2015-03",-6.652541,55.206186,"Main Street","VISO","BALLYMONEY","11,365"
"2015-06",-5.903241,54.596988,"Tower Street","VISO","BELFAST","335,665"
"2015-08",-5.973875,54.585604,"Falls Road","VISO","BELFAST","335,665"
"2017-09",-6.171259,54.238833,"Lissize Park","ASBO","RATHFRILAND","2,789"
"2015-10",-5.930334,54.599189,"Castle Street","SHOP","DONAGHADEE","6,926"
"2016-09",-6.042839,54.51141,"Market Square","CDAR","DUNGANNON","15,987"
"2016-02",-5.94904,54.60604,"Klondyke Street","VISO","BELFAST","335,665"
"2017-08",-6.080314,54.524284,"Rathvarna Walk","ASBO","LISBURN","121,654"
"2016-03",-5.932453,54.597689,"College Street Mews","ASBO","BELFAST","335,665"
"2017-01",-5.930334,54.599189,"Castle Street","ASBO","DONAGHADEE","6,926"
"2017-12",-5.658997,54.642576,"Bloomfield Walk","VISO","BANGOR","62,789"
"2016-03",-6.222675,54.702,"Greenmount Road","Possession of weapons","COLERAINE","24,694"
"2016-10",-5.944349,54.585483,"Dunluce Avenue","ASBO","PORTRUSH","6,621"
"2016-09",-6.256791,54.345341,"Chinauley Park","CDAR","BANBRIDGE","14,634"
"2017-10",-6.181826,54.993796,"Glenravel Road","VISO","CARGAN","618"
"2017-05",-7.386323,54.719159,"Deerpark","OTTH","NEWTOWNSTEWART","1,524"
"2015-02",-6.427638,54.432107,"Seagoe Gardens","ASBO","PORTADOWN","22,611"
"2016-10",-5.960648,54.677495,"Queens Park","ASBO","COLERAINE","24,694"
"2015-06",-5.668027,54.661009,"Main Street","ASBO","BALLYMONEY","11,365"
"2016-10",-7.323409,54.997393,"Chamberlain Street","VISO","LONDONDERRY",NA
"2015-11",-5.839433,54.26248,"Main Street","OTCR","BALLYMONEY","11,365"
"2016-07",-6.453565,54.431535,"Garvaghy Gardens","PUBO","PORTADOWN","22,611"
"2016-05",-5.920338,54.607976,"Pilot Street","BURG","BELFAST","335,665"
"2017-01",-6.398975,54.199037,"Clogharevan Park","BURG","BESSBROOK","2,817"
"2017-09",-6.249984,54.348441,"Old Forge","CDAR","ARMAGH","175,621"
"2015-11",-5.944307,54.602581,"Percy Street","VECR","BELFAST","335,665"
"2017-10",-6.189289,54.505777,"Wellington Parks","ASBO",NA,NA
"2016-05",-5.933133,54.595867,"Howard Street","SHOP","BELFAST","335,665"
"2016-01",-7.331948,55.01007,"Glenside Road","ASBO","LONDONDERRY",NA
"2015-06",-6.563642,54.410856,"Annahugh Park","VISO","ARMAGH","175,621"
"2015-09",-6.217845,54.714157,"Riverside","VISO","ANTRIM","21,896"
"2017-10",-6.339395,54.458383,"George Street","BURG","PORTADOWN","22,611"
"2016-01",-6.370253,54.449055,"Legahory Centre","VISO","CRAIGAVON","17,213"
"2015-06",-7.257974,55.020861,"Tirkeeran Park","VECR","LONDONDERRY",NA
"2017-03",-5.938485,54.618871,"Antrim Road","ASBO","TEMPLEPATRICK","1,518"
"2016-05",-5.815586,54.715488,"Ellis Street","ASBO","CARRICKFERGUS","28,653"
"2017-02",-5.929328,54.598579,"Castle Lane","ASBO","COMBER","9,256"
"2015-06",-6.946733,55.044768,"Benbradagh Avenue","VISO","LIMAVADY","12,128"
"2016-10",-5.956765,54.614023,"Flax Street","OTTH","BELFAST","335,665"
"2016-12",-5.881772,54.592634,"Luxor Gardens","CDAR","BELFAST","335,665"
"2016-04",-5.703792,54.587248,"Ardmillan Crescent","ASBO","NEWTOWNARDS","28,654"
"2016-07",-5.902186,54.556717,"Colby Park","ASBO","BELFAST","335,665"
"2016-11",-5.883288,54.602778,"Oakdene Parade","VISO","BELFAST","335,665"
"2017-05",-6.698788,55.062985,"Kinnyglass Road","VISO","COLERAINE","24,694"
"2015-01",-6.32963,54.744903,"The Gables","BURG","RANDALSTOWN","5,127"
"2015-11",-5.849398,54.259764,"Dromara Road","OTTH","HILLSBOROUGH","3,487"
"2015-10",-5.953784,54.616974,"Oldpark Road","CDAR","BELFAST","335,665"
"2017-02",-6.673281,54.844476,"Main Street","ASBO","BALLYMONEY","11,365"
"2017-07",-6.669697,54.695425,"Northland Road","ASBO","LONDONDERRY",NA
"2017-03",-6.329755,54.20285,"Belfast Road","ASBO","BANGOR","62,789"
"2015-09",-6.486815,54.87275,"Clady Road","SHOP",NA,NA
"2016-06",-6.65636,55.118885,"Glengall Park","ASBO","COLERAINE","24,694"
"2015-08",-5.785448,54.722857,"Downshire Avenue","ASBO","LURGAN","28,568"
"2016-09",-5.940372,54.5852,"Elmwood Avenue","VISO","BELFAST","335,665"
"2015-02",-7.322045,55.03285,"Glencaw Park","Drugs","LONDONDERRY",NA
"2017-08",-5.836154,54.592698,"Castleview Cottage Gardens","OTTH","BELFAST","335,665"
"2016-04",-5.993768,54.685021,"Antrim Road","VISO","TEMPLEPATRICK","1,518"
"2015-06",-5.942758,54.613669,"Manor Close","ASBO","BELFAST","335,665"
"2016-01",-5.807971,54.716824,"St. Brides Street","ASBO",NA,NA
"2017-12",-6.275667,54.350689,"Reilly Park","ASBO","BANBRIDGE","14,634"
"2017-09",-5.922125,54.602355,"Donegall Quay","BITH","BELFAST","335,665"
"2016-03",-5.989477,54.629711,"Mill Avenue","ASBO","SPAMOUNT","356"
"2016-04",-7.305221,55.03262,"Cornshell Fields","VISO","LONDONDERRY",NA
"2015-04",-6.943072,55.03825,"Woodland Walk","CDAR","LIMAVADY","12,128"
"2015-04",-5.998699,54.748948,"Mill Road","Drugs","PORTSTEWART","7,825"
"2015-07",-6.046777,54.509784,"Smithfield","VISO","LISBURN","121,654"
"2016-08",-7.288421,54.996646,"Church Meadow","ASBO","KILKEEL","69,258"
"2016-06",-5.84076,54.641309,"Kinnegar Road","VISO","HOLYWOOD","12,657"
"2016-04",-7.632477,54.360825,"Lawnakilla Park","Drugs","ENNISKILLEN","13,826"
"2016-01",-5.928221,54.608794,"Earl Close","SHOP","BELFAST","335,665"
"2015-04",-7.320469,54.996614,"Shipquay Street","VISO","LONDONDERRY",NA
"2016-01",-6.485493,54.113157,"Tullymacreeve Road","VECR","MULLAGHBAWN","623"
"2017-01",-5.913227,54.603864,"Queens Road","ASBO","BELFAST","335,665"
"2016-05",-6.217308,54.722136,"Tiger Court","ASBO","ANTRIM","21,896"
"2016-11",-6.268945,54.869507,"Skerry Court","SHOP","BALLYMENA","30,265"
"2016-06",-5.954435,54.607703,"Tennent Street","VISO","BELFAST","335,665"
"2017-02",-5.988594,54.587027,"Norglen Drive","ASBO","BELFAST","335,665"
"2015-06",-5.924706,54.583584,"Collingwood Avenue","SHOP","LURGAN","28,568"
"2017-10",-5.894351,54.677439,"The Pines","ASBO","HILLSBOROUGH","3,487"
"2017-10",-5.707639,54.585677,"Ardmillan Crescent","ASBO","NEWTOWNARDS","28,654"
"2016-03",-5.811063,54.85773,"George Avenue","ASBO","BALLYCLARE","18,675"
"2015-06",-7.314786,54.61236,"Clonmore Gardens","VISO","OMAGH","21,325"
"2017-02",-6.187243,54.711718,"Firmount Drive","VISO","ANTRIM","21,896"
"2015-11",-6.269065,54.864172,"Tardree Grove","CDAR","BALLYMENA","30,265"
"2017-05",-7.345446,54.993202,"Cromore Gardens","CDAR","LONDONDERRY",NA
"2016-11",-5.868589,54.232591,"Dundrum Road","BURG","NEWCASTLE","7,524"
"2015-05",-7.294996,54.997717,"Mccarter Park","OTTH","LONDONDERRY",NA
"2017-06",-6.66013,55.139238,"Rosemary Place","CDAR","COLERAINE","24,694"
"2017-03",-6.679965,55.129339,"Castle Place","CDAR","ARDGLASS","1,923"
"2017-12",-5.894119,54.54707,"Laurelgrove Dale","ASBO","BELFAST","335,665"
"2016-05",-5.632307,54.650234,"Ashbury Gardens","CDAR","BANGOR","62,789"
"2015-08",-7.320469,54.996614,"Shipquay Street","VISO","LONDONDERRY",NA
"2016-06",-6.033629,54.806635,"Ballynashee Road","ASBO","BALLYMENA","30,265"
"2016-03",-6.346038,54.174665,"John Martin Street","CDAR","NEWRY","27,234"
"2016-11",-5.94629,54.888763,"Loughdoo Road","ASBO","POMEROY","621"
"2015-07",-6.251745,55.20816,"The Everglades","CDAR","ENNISKILLEN","13,826"
"2017-10",-6.761538,54.434151,"Stiloga Road","ASBO","DUNGANNON","15,987"
"2016-02",-5.655997,54.399914,"Limetree Hollow","CDAR","KILLYLEAGH","2,501"
"2015-03",-5.933398,54.597974,"College Street","BURG","ARMAGH","175,621"
"2016-06",-6.663686,55.133707,"Railway Place","CDAR","COLERAINE","24,694"
"2016-12",-7.320473,54.607272,"Gortrush Park","OTTH","OMAGH","21,325"
"2017-01",-6.927614,54.543995,"Cappagh Road","VISO","DUNGANNON","15,987"
"2015-04",-5.889043,54.211988,"Downs Road","ASBO","NEWCASTLE","7,524"
"2016-11",-5.901284,54.599237,"Newtownards Road","ASBO","BELFAST","335,665"
"2015-04",-6.329908,54.471334,"Levin Road","CDAR","LURGAN","28,568"
"2017-02",-5.903694,54.577633,"Onslow Parade","BITH","BELFAST","335,665"
"2017-11",-7.233761,54.717706,"Main Street","BURG","BALLYMONEY","11,365"
"2016-01",-6.333546,54.179102,"Sandys Street","Drugs","NEWRY","27,234"
"2016-03",-6.219676,54.617808,"Landgarve Manor","CDAR","CRUMLIN","5,126"
"2016-07",-6.415279,54.354221,"Church Street","VISO","BALLYMONEY","11,365"
"2015-05",-5.998453,54.55887,"Glendale","ASBO","BELFAST","335,665"
"2017-07",-5.905398,54.600485,"Fraser Pass","VISO","BELFAST","335,665"
"2015-06",-7.317437,55.013179,"Pennyburn Court","SHOP","LONDONDERRY",NA
"2016-04",-5.904312,54.555352,"Burnside Park","VISO","BELFAST","335,665"
"2015-02",-6.758904,54.514091,"Dunavon Park","VISO","DUNGANNON","15,987"
"2015-03",-5.932781,54.587541,"Botanic Avenue","ASBO","BELFAST","335,665"
"2015-01",-5.815583,54.734016,"Milebush Close","VISO","CARRICKFERGUS","28,653"
"2015-12",-5.931238,54.597228,"Donegall Square North","VISO","BELFAST","335,665"
"2016-02",-6.253873,54.863586,"Stroma Drive","ASBO","BALLYMENA","30,265"
"2015-12",-5.8259,54.589702,"Kinross Avenue","BURG","BELFAST","335,665"
"2017-10",-5.702351,54.595523,"West Street","CDAR","BALLYCARRY","997"
"2015-04",-7.461555,54.826665,"Church Street","ASBO","BALLYMONEY","11,365"
"2016-07",-6.332333,54.478842,"Fox'S Hill","ASBO","LURGAN","28,568"
"2015-06",-5.940536,54.630667,"Chichester Avenue","VISO","BELFAST","335,665"
"2017-04",-5.992629,54.595593,"Dermott Hill Drive","CDAR","BELFAST","335,665"
"2017-07",-5.928221,54.608794,"Earl Close","OTTH","BELFAST","335,665"
"2015-04",-5.678499,54.645899,"Cleland Park Central","VISO","BANGOR","62,789"
"2017-10",-7.168531,54.412925,"Augher Road","ASBO","CLOGHER","311"
"2017-02",-5.931754,54.598036,"Fountain Street","SHOP","STRABANE","17,695"
"2017-03",-6.332347,54.462194,"Market Street","VISO","BALLYMONEY","11,365"
"2017-02",-6.277657,54.88476,"Mooreland Close","BURG","BALLYMENA","30,265"
"2015-02",-6.327641,54.174384,"Yew Tree Park","VISO","NEWRY","27,234"
"2017-02",-5.939137,54.610265,"Vicinage Park","ASBO","BELFAST","335,665"
"2017-05",-5.815128,54.644929,"Rannoch Road","OTTH","HOLYWOOD","12,657"
"2016-01",-5.70894,54.316006,"Ballymote Park","ASBO","DOWNPATRICK","11,012"
"2016-03",-6.671782,54.351325,"Callan Bridge Park","CDAR","ARMAGH","175,621"
"2016-09",-5.96872,54.588168,"St. James'S Parade","CDAR",NA,NA
"2017-01",-5.81833,54.593834,"Galway Park","OTTH","DUNDONALD","16,257"
"2015-12",-6.436767,54.426692,"Watson Street","VISO","PORTADOWN","22,611"
"2015-04",-5.88702,54.221289,"Mourne View Close","VISO","NEWCASTLE","7,524"
"2016-03",-5.953261,54.580522,"Great Northern Street","CDAR","BELFAST","335,665"
"2017-11",-5.696864,54.658677,"Innisfayle Drive","VISO","BANGOR","62,789"
"2016-06",-5.859401,54.614991,"Glendhu Manor","ASBO","BELFAST","335,665"
"2015-02",-7.31933,55.006659,"Baronet Street","VISO","LONDONDERRY",NA
"2016-07",-5.940689,54.624578,"Vancouver Drive","ROBY","BELFAST","335,665"
"2017-04",-6.049408,54.513538,"Antrim Street","CDAR","LISBURN","121,654"
"2015-07",-5.853498,54.598317,"Knocktern Gardens","ASBO","BELFAST","335,665"
"2017-08",-5.936572,54.608029,"Annesley Street","ASBO","BELFAST","335,665"
"2016-07",-5.936677,54.593421,"Sandy Row","ASBO","BELFAST","335,665"
"2017-07",-7.334088,55.001674,"Daly Crescent","ASBO","LONDONDERRY",NA
"2017-01",-6.488596,54.414306,"Drumnasoo Road","ASBO","PORTADOWN","22,611"
"2017-10",-6.36349,54.437338,"Garrymore","VISO","CRAIGAVON","17,213"
"2017-09",-5.848515,54.303212,"Cumran Lane","VISO","DOWNPATRICK","11,012"
"2016-06",-7.306162,54.996245,"Emerson Street","VISO","LONDONDERRY",NA
"2015-09",-6.670517,54.383807,"Moy Road","Drugs","ARMAGH","175,621"
"2016-02",-7.449277,54.26155,"Cherryhill","VISO","IRVINESTOWN",NA
"2015-07",-5.665497,54.663494,"High Street","CDAR","HOLYWOOD","12,657"
"2015-09",-5.925779,54.586208,"Dudley Street","Possession of weapons","BELFAST","335,665"
"2017-03",-6.194699,54.720265,"Carnbrock Drive","ASBO","ANTRIM","21,896"
"2017-01",-5.936427,54.59835,"College Place North","CDAR","BELFAST","335,665"
"2017-04",-5.671433,54.6581,"Abbey Street","VISO","COLERAINE","24,694"
"2017-10",-6.278581,54.87295,"Holland Park","ASBO","BALLYMENA","30,265"
"2017-12",-7.289224,54.608431,"Millbank Court","ASBO","OMAGH","21,325"
"2017-07",-5.953174,54.694755,"The Glade","CDAR","NEWTOWNABBEY","118,261"
"2015-01",-7.517221,54.77744,"Hillhead Road","VISO","BALLYCLARE","18,675"
"2015-10",-5.969937,54.621846,"Wheatfield Drive","ASBO","BELFAST","335,665"
"2016-03",-7.314671,54.986601,"Derryview Terrace","Possession of weapons","LONDONDERRY",NA
"2015-04",-6.638605,55.199357,"Sunnyvale Avenue","Drugs","PORTRUSH","6,621"
"2017-03",-6.653657,54.345886,"Dobbin Street","SHOP","ARMAGH","175,621"
"2017-07",-5.921475,54.646083,"Graymount Road","CDAR","NEWTOWNABBEY","118,261"
"2016-06",-5.918262,54.579808,"Park Road","OTTH","BELFAST","335,665"
"2016-04",-6.261242,54.857385,"Meadowvale","SHOP","LISBURN","121,654"
"2016-10",-5.93768,54.618551,"Camberwell Terrace","ASBO","BELFAST","335,665"
"2017-05",-6.374569,54.928509,"Duneoin Road","OTTH","BALLYMENA","30,265"
"2015-08",-5.928256,54.6014,"Donegall Street","ASBO","BELFAST","335,665"
"2017-09",-5.691332,54.593355,"Frances Street","CDAR","NEWTOWNARDS","28,654"
"2016-05",-5.82395,54.850369,"Latharna Houses","ASBO","LARNE","33,620"
"2016-05",-5.987066,54.597936,"Moyard Parade","ASBO","BELFAST","335,665"
"2017-01",-5.609922,54.262827,"Downpatrick Road","CDAR","CROSSGAR","1,601"
"2015-02",-6.788278,54.791895,"Glenelly Villas","VISO","DRAPERSTOWN","1,638"
"2016-07",-6.074928,54.520901,"Molyneaux Walk","VISO","LISBURN","121,654"
"2016-11",-7.320197,55.007131,"Rock Terrace","ASBO","LONDONDERRY",NA
"2016-11",-5.845909,54.591695,"Barnetts Green","VECR","BELFAST","335,665"
"2017-04",-7.329531,55.031265,"Knockalla Park","OTTH","LONDONDERRY",NA
"2015-03",-5.964735,54.666468,"Hightown Gardens","VISO","NEWTOWNABBEY","118,261"
"2015-04",-6.334572,54.182153,"Glin Ree Court","ASBO","NEWRY","27,234"
"2015-11",-5.671075,54.659486,"Dufferin Avenue","ASBO","BANGOR","62,789"
"2017-11",-6.017252,54.57289,"Carrigart Avenue","ASBO","BELFAST","335,665"
"2015-10",-6.391473,54.223709,"Armagh Road","VISO","NEWTOWNHAMILTON","2,903"
"2016-09",-6.017227,54.553653,"Summerhill Mews","Drugs","BELFAST","335,665"
"2015-07",-6.672267,55.130765,"Abbey Street","OTTH","COLERAINE","24,694"
"2016-02",-7.293887,54.982557,"Altnagelvin Park","CDAR","LONDONDERRY",NA
"2016-08",-6.976277,54.414763,"Sydney Street","ASBO","AUGHNACLOY","1,021"
"2016-12",-6.275819,54.868688,"Thomas Street","VISO","BALLYMENA","30,265"
"2016-04",-5.948835,54.599028,"North Howard Street","OTTH","BELFAST","335,665"
"2015-11",-5.982768,54.625394,"New Farm Lane","VISO","BELFAST","335,665"
"2017-07",-6.715541,55.173656,"Burnside","ASBO","CRAIGAVON","17,213"
"2016-03",-5.913049,54.577094,"Ravenhill Road","ASBO","BELFAST","335,665"
"2015-02",-6.672086,54.345219,"Mullacreevie Park","PUBO","ARMAGH","175,621"
"2017-06",-7.72304,54.519498,"Crevenish Park","ASBO","KESH","981"
"2016-04",-5.822666,54.712543,"Rhanbuoy Close","OTTH","CARRICKFERGUS","28,653"
"2017-05",-7.643856,54.347106,"Castle Street","ASBO","DONAGHADEE","6,926"
"2017-10",-7.473778,54.829522,"Lifford Road","SHOP","STRABANE","17,695"
"2015-05",-5.901527,54.59031,"Willowfield Gardens","CDAR","BELFAST","335,665"
"2016-01",-5.705591,54.591299,"Spelga Place","ASBO","NEWTOWNARDS","28,654"
"2016-09",-6.267335,54.87544,"Glenburn Park","ASBO","BELFAST","335,665"
"2015-02",-7.282801,54.595259,"Thornlea","BURG","OMAGH","21,325"
"2015-11",-6.27862,54.348494,"Edenderry Road","VISO","SCARVA","324"
"2017-08",-5.667982,54.66152,"Main Street","SHOP","BALLYMONEY","11,365"
"2017-11",-6.330872,54.46168,"Market Street","SHOP","BALLYMONEY","11,365"
"2017-03",-6.357489,54.391615,"Hunters Hill Road","ASBO","GILFORD","1,216"
"2016-09",-5.983993,54.616286,"Glencairn Way","BURG","BELFAST","335,665"
"2017-10",-5.905342,54.591032,"Emerald Street","ASBO","BELFAST","335,665"
"2016-07",-6.744075,54.631905,"Glenwood Crest","OTTH","COOKSTOWN","10,718"
"2016-05",-5.979433,54.559272,"Benmore Drive","OTTH","BELFAST","335,665"
"2016-08",-6.271054,54.874092,"Cushendall Road","CDAR","BALLYCASTLE","5,765"
"2017-12",-6.015465,54.570201,"Suffolk Road","VISO","BELFAST","335,665"
"2015-11",-7.637949,54.354293,"Drumgay Close","Possession of weapons","ENNISKILLEN","13,826"
"2015-05",-5.916221,54.547372,"Royal Lodge Road","ASBO","BELFAST","335,665"
"2017-09",-5.896103,54.514839,"Thorndale Park","ASBO","CARRYDUFF","7,123"
"2017-05",-5.717461,54.331147,"Bridge Street","ASBO","CUSHENDALL","1,410"
"2016-09",-6.755538,54.644951,"Sinton Court","ASBO","COOKSTOWN","10,718"
"2015-11",-7.265523,55.032953,"Rossmore Place","ASBO","LIMAVADY","12,128"
"2015-06",-7.304575,55.000395,"Limavady Road","VISO","LONDONDERRY",NA
"2016-06",-5.939027,54.62622,"Kenbella Parade","VISO","BELFAST","335,665"
"2015-04",-6.186979,54.713816,"Bleerick Drive","VISO","ANTRIM","21,896"
"2016-09",-5.707158,54.654514,"Henderson Drive","ASBO","BANGOR","62,789"
"2016-02",-5.636191,54.654587,"Marlo Heights","ASBO","BANGOR","62,789"
"2016-07",-6.013377,54.549556,"Ashley Grove","VISO","DUNMURRY",NA
"2017-09",-5.949341,54.593277,"Roden Street","VISO","BELFAST","335,665"
"2016-05",-7.306928,54.602946,"Castle Place","CDAR","ARDGLASS","1,923"
"2017-09",-5.714257,54.322397,"Hunter'S Mill","ASBO",NA,NA
"2016-08",-5.935537,54.64069,"Downview Manor","OTCR","BELFAST","335,665"
"2016-05",-5.92629,54.614799,"Mountcollyer Avenue","OTTH","BELFAST","335,665"
"2016-05",-5.48814,54.540045,"Demesne Drive","ASBO","BALLYWALTER","2,123"
"2015-08",-7.321893,54.999244,"Great James Street","VISO","LONDONDERRY",NA
"2016-11",-5.899913,54.599411,"St. Leonards Crescent","OTCR",NA,NA
"2017-03",-6.60697,54.753474,"Kirk Avenue","CDAR","MAGHERAFELT","8,387"
"2015-05",-6.347586,54.456779,"Taghnevan Drive","ASBO","LURGAN","28,568"
"2017-09",-6.650317,55.138204,"Blackthorn Court","CDAR","COLERAINE","24,694"
"2017-05",-5.925779,54.586208,"Dudley Street","ASBO","BELFAST","335,665"
"2016-04",-5.903694,54.577633,"Onslow Parade","VISO","BELFAST","335,665"
"2015-06",-5.933895,54.587857,"Lower Crescent","VISO","COMBER","9,256"
"2016-02",-7.357851,55.015698,"Farland Way","VECR","LONDONDERRY",NA
"2017-01",-6.008284,54.754928,"Rathmena Drive","ASBO","BALLYCLARE","18,675"
"2016-06",-7.332829,55.031346,"Glendale Park","Drugs","BELFAST","335,665"
"2017-08",-6.35424,54.450051,"Drumbeg","ASBO","CRAIGAVON","17,213"
"2016-03",-7.452543,54.838393,"Tulacorr Gardens","VECR","STRABANE","17,695"
"2016-07",-5.992823,54.75125,"Bellevue Place","OTTH","BALLYCLARE","18,675"
"2015-01",-5.94857,54.692242,"Larch Grove","ASBO","DUNMURRY",NA
"2017-07",-5.814448,54.712692,"Belfast Road","CDAR","BANGOR","62,789"
"2015-06",-6.69121,54.446455,"The Square","ASBO","COALISLAND","5,789"
"2016-08",-6.350495,54.422795,"Cedar Drive","ASBO","NEWTOWNARDS","28,654"
"2015-08",-5.930261,54.598181,"Donegall Place","SHOP","LONDONDERRY",NA
"2016-01",-5.872153,54.595493,"Kerrsland Parade","OTTH","BELFAST","335,665"
"2016-11",-5.993002,54.587369,"Monagh Road","VISO","BELFAST","335,665"
"2015-09",-5.999143,54.546041,"Glenshesk Park","CDAR","PORTRUSH","6,621"
"2015-01",-5.919676,54.654902,"Longwood Road","Drugs","NEWTOWNABBEY","118,261"
"2017-07",-5.923546,54.551946,"Castledillon Road","SHOP","BELFAST","335,665"
"2017-06",-6.532344,54.707746,"Ballyneill Road","CDAR","MONEYMORE","1,371"
"2015-04",-6.413625,54.352052,"Sinton Park","ASBO","TANDRAGEE","3,489"
"2016-02",-6.711792,54.531296,"Coalisland Road","CDAR","DUNGANNON","15,987"
"2015-08",-5.941305,54.614219,"Cliftonpark Court","VISO","BELFAST","335,665"
"2016-06",-5.947564,54.603984,"Shankill Road","OTCR","BELFAST","335,665"
"2017-12",-5.929328,54.598579,"Castle Lane","ASBO","COMBER","9,256"
